,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
225162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
225239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
225260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
225299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
225331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
225445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
225525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
225564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
225632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
225624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
225628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
225627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
225868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
225945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
225927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
226019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,
226059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
226093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
226125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
226158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
226316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
226302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
226445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
226562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
226568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
226667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
226775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
226822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
226926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
227486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
227580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
227763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
227767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
228142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
231323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
231507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
231509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
231584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
231682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
THL502BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
231768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
231790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
231875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
ARPCA057SFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
FWRNP198APZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
TEZ003BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
231974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
TTL825BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
TTL826BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
232078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,
232077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
232128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
232164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
232182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
232181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
232190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
232149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
232206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
232316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
TTL812BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
TTL822BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
232552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
TTL823BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
232572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
TTL821BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
232661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
232710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
232771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
232788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
232778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
TCZ002BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
232824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
TTZ014BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
232853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
233040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
233078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,
233117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
THL401BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
233109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
TTL814BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
TTL828BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
233166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
TCD101BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
TTL829BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
HHK305BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
THZ001BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,Planned Burn,,,,
233277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,
TEN201BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
CCCVMU5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
233332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
TWZ001BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
233430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
233468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
233492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
TTL830BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
TEO110BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
233541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
TCZ001BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
THS506BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
233778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
233864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
233968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
233976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
233954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
233995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
234167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
234355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
234423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
234449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
234450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
234510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
234545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
TTL831BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,,
234602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
234755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
234757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
234805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
234827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
234871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
234937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
234911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
234906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
234974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
235022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
235053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
235055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
235079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
235122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,
235130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
235134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,
235348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,
235411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
235439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
235659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
235711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
235923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
235961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
235962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
236273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
236322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
236549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
236572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
236629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
236662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
236956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
236995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
237031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
237123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
237159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
237227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
237258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
237370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
237417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
237421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
237554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
237599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
237655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
237861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
237851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
237976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
238033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
238282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
238360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
238659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
THS502BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
238790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
238783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
238910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
239085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
239128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
